,0,1,2
3213,walk,12,0
3214,hellooo,2,0
3215,select,1,0
3216,lynn,1,0
3217,buffer,2,0
3218,button,2,0
3219,compos,1,0
3220,fridayfun,1,0
3221,non-filipina,1,0
3222,ejayst,1,0
3223,state,2,0
3224,le,2,0
3225,stan,1,0
3226,lee,2,0
3227,discoveri,1,0
3228,cousin,5,0
3229,1400,1,0
3230,yr,2,0
3231,teleport,1,0
3232,shahid,1,0
3233,afridi,1,0
3234,tou,1,0
3235,mahnor,1,0
3236,baloch,1,0
3237,nikki,2,0
3238,flower,4,0
3239,blackfli,1,0
3240,courgett,1,0
3241,wont,5,0
3242,affect,2,0
3243,fruit,5,0
3244,italian,1,0
3245,netfilx,1,0
3246,unmarri,1,0
3247,finger,6,0
3248,rock,10,0
3249,wielli,1,0
3250,paul,2,0
3251,barcod,1,0
3252,charlott,1,0
3253,thta,1,0
3254,trailblazerhonor,1,0
3255,labour,3,0
3256,leader,3,0
3257,alot,2,0
3258,agayhippiehippi,1,0
3259,exercis,2,0
3260,ginger,1,0
3261,x28,1,0
3262,teach,2,0
3263,awar,1,0
3264,::,4,0
3265,portsmouth,1,0
3266,sonal,1,0
3267,hungri,2,0
3268,hmmm,4,0
3269,pedant,1,0
3270,98,1,0
3271,kit,2,0
3272,ack,1,0
3273,hih,1,0
3274,choir,1,0
3275,rosidbinr,1,0
3276,duke,2,0
3277,earl,1,0
3278,tau,1,0
3279,orayt,1,0
3280,knw,1,0
3281,block,3,0
3282,dikha,1,0
3283,reh,1,0
3284,adolf,1,0
3285,hitler,1,0
3286,obstacl,1,0
3287,exist,2,0
3288,surrend,2,0
3289,terrif,1,0
3290,advaddict,1,0
3291,_15,1,0
3292,jimin,1,0
3293,notanapolog,3,0
3294,map,2,0
3295,inform,5,0
3296,0.7,1,0
3297,motherfuck,1,0
3298,david',1,0
3299,damn,3,0
3300,colleg,2,0
3301,24th,3,0
3302,steroid,1,0
3303,alansmithpart,1,0
3304,servu,1,0
3305,bonasio,1,0
3306,doido',1,0
3307,task,2,0
3308,deleg,1,0
3309,aaahhh,1,0
3310,jen,2,0
3311,virgin,5,0
3312,non-mapbox,1,0
3313,restrict,1,0
3314,mapbox,1,0
3315,basemap,1,0
3316,contractu,1,0
3317,research,1,0
3318,seafood,1,0
3319,weltum,1,0
3320,teh,1,0
3321,deti,1,0
3322,huh,2,0
3323,=D,2,0
3324,annoy,2,0
3325,katmtan,1,0
3326,swan,1,0
3327,fandom,3,0
3328,blurri,1,0
3329,besok,1,0
3330,b,8,0
3331,urgent,3,0
3332,within,4,0
3333,dorset,1,0
3334,goddess,1,0
3335,blast,1,0
3336,shitfac,1,0
3337,soul,4,0
3338,sing,5,0
3339,disney,1,0
3340,doug,3,0
3341,28,2,0
3342,bnte,1,0
3343,hain,2,0
3344,;p,1,0
3345,shiiitt,1,0
3346,case,9,0
3347,rm35,1,0
3348,negooo,1,0
3349,male,1,0
3350,madelin,1,0
3351,nun,1,0
3352,mornin,2,0
3353,yapster,1,0
3354,pli,1,0
3355,icon,2,0
3356,alchemist,1,0
3357,x27,1,0
3358,dayz,1,0
3359,preview,1,0
3360,thug,1,0
3361,lmao,3,0
3362,sharethelov,2,0
3363,highvalu,2,0
3364,halsey,1,0
3365,30th,1,0
3366,anniversari,5,0
3367,folk,10,0
3368,bae,6,0
3369,repli,5,0
3370,complain,3,0
3371,rude,3,0
3372,bond,4,0
3373,nigg,1,0
3374,readingr,1,0
3375,wordoftheweek,1,0
3376,wotw,1,0
3377,4:18,1,0
3378,est,1,0
3379,earn,1,0
3380,jess,2,0
3381,surri,1,0
3382,botani,1,0
3383,gel,1,0
3384,alison,1,0
3385,lsa,1,0
3386,respons,7,0
3387,fron,1,0
3388,debbi,1,0
3389,carol,2,0
3390,patient,4,0
3391,discharg,1,0
3392,loung,1,0
3393,walmart,1,0
3394,balanc,2,0
3395,studi,6,0
3396,hayley,2,0
3397,shoulder,1,0
3398,pad,2,0
3399,mount,1,0
3400,inquisitor,1,0
3401,cosplay,4,0
3402,cosplayprogress,1,0
3403,mike,3,0
3404,dunno,2,0
3405,insecur,2,0
3406,nh,1,0
3407,devolut,1,0
3408,patriot,1,0
3409,halla,1,0
3410,ark,1,0
3411,jiyeon',1,0
3412,buzz,2,0
3413,burnt,1,0
3414,mist,4,0
3415,opi,1,0
3416,avoplex,1,0
3417,nail,3,0
3418,cuticl,1,0
3419,replenish,1,0
3420,15ml,1,0
3421,seriou,2,0
3422,submiss,1,0
3423,lb,2,0
3424,cherish,2,0
3425,flip,1,0
3426,learnt,2,0
3427,backflip,2,0
3428,jumpgiant,1,0
3429,foampit,1,0
3430,usa,3,0
3431,pamer,1,0
3432,thk,1,0
3433,actuallythough,1,0
3434,craft,2,0
3435,session,3,0
3436,mehtab,1,0
3437,aunti,1,0
3438,gc,1,0
3439,yeeew,1,0
3440,pre,3,0
3441,lan,1,0
3442,yeey,1,0
3443,arrang,1,0
3444,doodl,2,0
3445,comic,1,0
3446,summon,1,0
3447,none,1,0
3448,🙅,1,0
3449,lycra,1,0
3450,vincent,1,0
3451,couldnt,1,0
3452,roy,1,0
3453,bg,1,0
3454,img,1,0
3455,circl,1,0
3456,font,1,0
3457,deathofgrass,1,0
3458,loan,2,0
3459,lawnmow,1,0
3460,popular,2,0
3461,charismat,1,0
3462,man.h,1,0
3463,thrive,1,0
3464,economi,1,0
3465,burst,2,0
3466,georgi,1,0
3467,x26,1,0
3468,million,4,0
3469,fl,1,0
3470,kindest,2,0
3471,iceland,1,0
3472,crazi,4,0
3473,landscap,2,0
3474,yok,1,0
3475,lah,1,0
3476,concordia,1,0
3477,reunit,1,0
3478,xxxibmchll,1,0
3479,sea,4,0
3480,prettier,2,0
3481,imitatia,1,0
3482,oe,1,0
3483,michel,1,0
3484,comeback,1,0
3485,gross,1,0
3486,treat,5,0
3487,equal,2,0
3488,injustic,1,0
3489,femin,1,0
3490,ineedfeminismbecaus,1,0
3491,forgotten,3,0
3492,stuck,4,0
3493,recommend,4,0
3494,redhead,1,0
3495,wacki,1,0
3496,rather,5,0
3497,waytoliveahappylif,1,0
3498,hoxton,1,0
3499,holborn,1,0
3500,karen,2,0
3501,wag,2,0
3502,bum,1,0
3503,wwooo,1,0
3504,nite,3,0
3505,laiten,1,0
3506,arond,1,0
3507,1:30,1,0
3508,consid,3,0
3509,matur,3,0
3510,journeyp,2,0
3511,foam,1,0
3512,lady',1,0
3513,mob,1,0
3514,fals,1,0
3515,bulletin,1,0
3516,spring,1,0
3517,fiesta,1,0
3518,nois,2,0
3519,awuuu,1,0
3520,aich,1,0
3521,sept,2,0
3522,rudramadevi,1,0
3523,anushka,1,0
3524,gunashekar,1,0
3525,harryxhood,1,0
3526,upset,1,0
3527,ooh,1,0
3528,humanist,1,0
3529,magazin,2,0
3530,usernam,1,0
3531,rape,1,0
3532,csrrace,1,0
3533,lack,6,0
3534,hygien,1,0
3535,tose,1,0
3536,cloth,1,0
3537,temperatur,1,0
3538,planet,2,0
3539,brave,2,0
3540,ge,1,0
3541,2015kenya,1,0
3542,ryan,4,0
3543,tidi,2,0
3544,hagergang,1,0
3545,chanhun,1,0
3546,photoshoot,1,0
3547,afteral,1,0
3548,sadkaay,1,0
3549,thark,1,0
3550,peak,1,0
3551,heatwav,1,0
3552,lower,1,0
3553,standard,2,0
3554,x25,1,0
3555,recruit,2,0
3556,doom,1,0
3557,nasti,1,0
3558,affili,1,0
3559,>:),2,0
3560,64,2,0
3561,74,1,0
3562,40,4,0
3563,00,1,0
3564,hall,2,0
3565,ted,3,0
3566,pixgram,2,0
3567,creativ,2,0
3568,slideshow,1,0
3569,nibbl,2,0
3570,ivi,1,0
3571,sho,1,0
3572,superpow,2,0
3573,obsess,2,0
3574,oth,1,0
3575,third,2,0
3576,ngarepfollbackdarinabilahjkt,1,0
3577,48,1,0
3578,sunglass,1,0
3579,jacki,2,0
3580,sunni,6,0
3581,style,5,0
3582,jlo,1,0
3583,jlover,1,0
3584,turkey,1,0
3585,goodafternoon,2,0
3586,collag,2,0
3587,furri,2,0
3588,bruce,2,0
3589,kunoriforceo,8,0
3590,aayegi,1,0
3591,tim,2,0
3592,wiw,1,0
3593,bip,1,0
3594,zareen,1,0
3595,daisi,1,0
3596,b'coz,1,0
3597,kart,1,0
3598,mak,1,0
3599,∗,2,0
3600,lega,1,0
3601,spag,1,0
3602,boat,2,0
3603,outboard,1,0
3604,spell,4,0
3605,reboard,1,0
3606,fire,2,0
3607,offboard,1,0
3608,sn16,1,0
3609,9dg,1,0
3610,bnf,1,0
3611,50,1,0
3612,jason,1,0
3613,rob,2,0
3614,feb,1,0
3615,victoriasecret,1,0
3616,finland,1,0
3617,helsinki,1,0
3618,airport,3,0
3619,plane,2,0
3620,beyond,4,0
3621,ont,1,0
3622,tii,1,0
3623,lng,2,0
3624,yan,2,0
3625,u'll,2,0
3626,steve,2,0
3627,bell,1,0
3628,prescott,1,0
3629,leadership,2,0
3630,cartoon,1,0
3631,upsid,2,0
3632,statement,1,0
3633,selamathariraya,1,0
3634,lovesummertim,1,0
3635,dumont,1,0
3636,jax,1,0
3637,jone,1,0
3638,awesomee,1,0
3639,x24,1,0
3640,geoff,1,0
3641,amazingli,1,0
3642,talant,1,0
3643,vsco,2,0
3644,thanki,2,0
3645,hash,1,0
3646,tag,5,0
3647,ifimeetanalien,1,0
3648,bff,4,0
3649,section,3,0
3650,follbaaack,1,0
3651,az,1,0
3652,cauliflow,1,0
3653,attempt,1,0
3654,prinsesa,1,0
3655,yaaah,2,0
3656,law,3,0
3657,toy,2,0
3658,sonaaa,1,0
3659,beautiful,2,0
3660,josephine',1,0
3661,mirror,3,0
3662,cretaperfect,2,0
3663,4me,2,0
3664,cretaperfectsuv,2,0
3665,creta,1,0
3666,load,1,0
3667,telecom,2,0
3668,judi,1,0
3669,superb,1,0
3670,slightli,1,0
3671,rakna,1,0
3672,ew,1,0
3673,whose,1,0
3674,fifa,1,0
3675,lineup,1,0
3676,surviv,2,0
3677,p90x,1,0
3678,p90,1,0
3679,dishoom,2,0
3680,rajnigandha,1,0
3681,minju,1,0
3682,rapper,1,0
3683,lead,2,0
3684,vocal,1,0
3685,yujin,1,0
3686,visual,2,0
3687,makna,1,0
3688,jane,2,0
3689,hah,4,0
3690,hawk,2,0
3691,greatest,2,0
3692,histori,2,0
3693,along,6,0
3694,talkback,1,0
3695,process,4,0
3696,featur,4,0
3697,mostli,1,0
3698,cinema',1,0
3699,defend,2,0
3700,fashion,2,0
3701,atroc,1,0
3702,pandimension,1,0
3703,manifest,1,0
3704,argo,1,0
3705,ring,4,0
3706,640,1,0
3707,nad,1,0
3708,plezzz,1,0
3709,asthma,1,0
3710,inhal,1,0
3711,breath,3,0
3712,goodluck,1,0
3713,hunger,1,0
3714,mockingjay,1,0
3715,thehungergam,1,0
3716,ador,4,0
3717,x23,1,0
3718,reina,1,0
3719,felt,3,0
3720,excus,2,0
3721,attend,2,0
3722,whn,1,0
3723,andr,1,0
3724,mamayang,1,0
3725,11pm,1,0
3726,1d,2,0
3727,89.9,1,0
3728,powi,1,0
3729,shropshir,1,0
3730,border,1,0
3731,school',1,0
3732,san,2,0
3733,diego,1,0
3734,jump,2,0
3735,sourc,3,0
3736,appeas,1,0
3737,¦,1,0
3738,aj,1,0
3739,action,1,0
3740,grunt,1,0
3741,sc,1,0
3742,anti-christ,1,0
3743,m8,1,0
3744,ju,1,0
3745,halfway,1,0
3746,ex,2,0
3747,postiv,2,0
3748,opinion,3,0
3749,avi,1,0
3750,dare,4,0
3751,corridor,1,0
3752,👯,2,0
3753,neither,2,0
3754,rundown,1,0
3755,yah,4,0
3756,leviboard,1,0
3757,kleper,1,0
3758,:(,1,0
3759,impecc,2,0
3760,setokido,1,0
3761,shoulda,3,0
3762,hippo,1,0
3763,materialist,1,0
3764,showpo,1,0
3765,cough,6,0
3766,@artofsleepingin,1,0
3767,x22,1,0
3768,☺,5,0
3769,makesm,1,0
3770,santorini,1,0
3771,escap,2,0
3772,beatport,1,0
3773,🏻,3,0
3774,trmdhesit,2,0
3775,manuel,1,0
3776,vall,1,0
3777,king,3,0
3778,seven,2,0
3779,kingdom,2,0
3780,andal,1,0
3781,taught,1,0
3782,hide,3,0
3783,privaci,1,0
3784,wise,1,0
3785,natsuki,1,0
3786,often,2,0
3787,catchi,1,0
3788,neil,2,0
3789,emir,2,0
3790,brill,1,0
3791,urquhart,1,0
3792,castl,1,0
3793,simpl,2,0
3794,shatter,2,0
3795,contrast,1,0
3796,educampakl,1,0
3797,rotorua,1,0
3798,pehli,1,0
3799,phir,1,0
3800,somi,1,0
3801,burfday,1,0
3802,univers,3,0
3803,santo,1,0
3804,toma,1,0
3805,norh,1,0
3806,dialogu,2,0
3807,chainsaw,2,0
3808,amus,1,0
3809,awe,1,0
3810,protect,2,0
3811,pop,5,0
3812,2ish,1,0
3813,fahad,1,0
3814,bhai,3,0
3815,iqrar,1,0
3816,waseem,1,0
3817,abroad,2,0
3818,movie,1,0
3819,chef,1,0
3820,grogol,1,0
3821,long-dist,1,0
3822,rhi,1,0
3823,pwrfl,1,0
3824,benefit,2,0
3825,b2b,1,0
3826,b2c,1,0
3827,else',2,0
3828,soo,2,0
3829,enterprison,1,0
3830,schoolsoutforsumm,1,0
3831,fellow,4,0
3832,juggl,1,0
3833,purrtho,1,0
3834,catho,1,0
3835,catami,1,0
3836,fourfivesecond,4,0
3837,deaf,4,0
3838,drug,1,0
3839,alcohol,1,0
3840,apexi,3,0
3841,crystal,3,0
3842,meth,1,0
3843,champagn,1,0
3844,fc,1,0
3845,streamer,1,0
3846,juic,1,0
3847,correct,1,0
3848,portrait,1,0
3849,izumi,1,0
3850,fugiwara,1,0
3851,clonmel,1,0
3852,vibrant,1,0
3853,estim,1,0
3854,server,2,0
3855,quiet,1,0
3856,yey,1,0
3857,insha'allah,1,0
3858,wil,1,0
3859,x21,1,0
3860,trend,3,0
3861,akshaymostlovedsuperstarev,1,0
3862,indirect,1,0
3863,askurban,1,0
3864,lyka,2,0
3865,nap,4,0
3866,aff,1,0
3867,unam,1,0
3868,jonginuh,1,0
3869,forecast,2,0
3870,10am,2,0
3871,5am,1,0
3872,sooth,1,0
3873,vii,1,0
3874,sweetheart,1,0
3875,freak,3,0
3876,zayn,3,0
3877,fucker,1,0
3878,pet,2,0
3879,illustr,1,0
3880,wohoo,1,0
3881,gleam,1,0
3882,paint,4,0
3883,deal,2,0
3884,prime,2,0
3885,minist,2,0
3886,sunjam,1,0
3887,industri,1,0
3888,present,7,0
3889,practic,3,0
3890,proactiv,1,0
3891,environ,1,0
3892,unreal,1,0
3893,zain,1,0
3894,zac,1,0
3895,isaac,1,0
3896,oss,1,0
3897,frank,1,0
3898,iero,1,0
3899,phase,2,0
3900,david,1,0
3901,beginn,1,0
3902,shine,3,0
3903,sunflow,2,0
3904,tommarow,1,0
3905,yall,2,0
3906,rank,2,0
3907,birthdaymonth,1,0
3908,vianey,1,0
3909,juli,11,0
3910,birthdaygirl,1,0
3911,town',1,0
3912,andrew,2,0
3913,checkout,2,0
3914,otwol,1,0
3915,awhil,1,0
3916,x20,1,0
3917,all-tim,1,0
3918,julia,1,0
3919,robert,1,0
3920,awwhh,1,0
3921,bulldog,1,0
3922,unfortun,2,0
3923,02079,1,0
3924,490,1,0
3925,132,1,0
3926,born,2,0
3927,fightstickfriday,1,0
3928,extravag,2,0
3929,tearout,1,0
3930,selekt,1,0
3931,yoot,1,0
3932,cross,3,0
3933,gudday,1,0
3934,dave,5,0
3935,haileyhelp,1,0
3936,eid,2,0
3937,mubarak,5,0
3938,brotheeerrr,1,0
3939,adventur,5,0
3940,tokyo,2,0
3941,kansai,1,0
3942,l,4,0
3943,upp,2,0
3944,om,1,0
3945,60,1,0
3946,minut,7,0
3947,data,1,0
3948,jesu,5,0
3949,amsterdam,2,0
3950,3rd,3,0
3951,nextweek,1,0
3952,booti,2,0
3953,bcuz,1,0
3954,step,3,0
3955,option,3,0
3956,stabl,1,0
3957,sturdi,1,0
3958,lukkke,1,0
3959,again.ensoi,1,0
3960,tc,1,0
3961,madam,1,0
3962,siddi,1,0
3963,unknown,2,0
3964,roomi,1,0
3965,gn,2,0
3966,gf,2,0
3967,consent,1,0
3968,mister,2,0
3969,vine,2,0
3970,peyton,1,0
3971,nagato,1,0
3972,yuki-chan,1,0
3973,shoushitsu,1,0
3974,archdbanterburi,3,0
3975,experttradesmen,1,0
3976,banter,1,0
3977,quiz,1,0
3978,tradetalk,1,0
3979,floof,1,0
3980,face,13,0
3981,muahah,1,0
3982,x19,1,0
3983,anticip,1,0
3984,jd,1,0
3985,laro,1,0
3986,tayo,1,0
3987,answer,8,0
3988,ht,1,0
3989,angelica,1,0
3990,anghel,1,0
3991,aa,3,0
3992,kkk,1,0
3993,macbook,1,0
3994,rehears,1,0
3995,youthcelebr,1,0
3996,mute,1,0
3997,29th,1,0
3998,gohf,4,0
3999,vegetarian,1,0
4000,she'll,1,0
4001,gooday,3,0
4002,101,3,0
4003,12000,1,0
4004,oshieer,1,0
4005,realreview,1,0
4006,happycustom,1,0
4007,realoshi,1,0
4008,dealsuthaonotebachao,1,0
4009,bigger,2,0
4010,dime,1,0
4011,uhuh,1,0
4012,🎵,3,0
4013,code,4,0
4014,pleasant,2,0
4015,on-board,1,0
4016,raheel,1,0
4017,flyhigh,1,0
4018,bother,2,0
4019,everett,1,0
4020,taylor,1,0
4021,ha-ha,1,0
4022,peachyloan,1,0
4023,fridayfreebi,1,0
4024,noe,1,0
4025,yisss,1,0
4026,bindingofissac,1,0
4027,xboxon,1,0
4028,consol,1,0
4029,justin,2,0
4030,gladli,1,0
4031,son,4,0
4032,morocco,1,0
4033,peru,1,0
4034,nxt,1,0
4035,bp,1,0
4036,resort,1,0
4037,x18,1,0
4038,havuuulovey,1,0
4039,uuu,1,0
4040,possitv,1,0
4041,hopey,1,0
4042,throwbackfriday,1,0
4043,christen,1,0
4044,ki,1,0
4045,yaad,1,0
4046,gayi,1,0
4047,opossum,1,0
4048,belat,5,0
4049,yeahh,2,0
4050,kuffar,1,0
4051,comput,5,0
4052,cell,1,0
4053,diarrhea,1,0
4054,immigr,1,0
4055,lice,1,0
4056,goictiv,1,0
4057,70685,1,0
4058,tagsforlik,4,0
4059,trapmus,1,0
4060,hotmusicdeloco,1,0
4061,kinick,1,0
4062,01282,2,0
4063,452096,1,0
4064,shadi,1,0
4065,reserv,3,0
4066,tkt,1,0
4067,likewis,4,0
4068,overgener,1,0
4069,ikr,1,0
4070,😍,2,0
4071,consumer,1,0
4072,fic,2,0
4073,ouch,2,0
4074,slip,1,0
4075,disc,1,0
4076,thw,1,0
4077,chute,1,0
4078,chalut,1,0
4079,replay,1,0
4080,iplay,1,0
4081,11am,3,0
4082,unneed,1,0
4083,megamoh,1,0
4084,7/29,1,0
4085,tool,2,0
4086,zealand,1,0
4087,pile,2,0
4088,dump,1,0
4089,couscou,3,0
4090,women',2,0
4091,fiction,1,0
4092,wahahaah,1,0
4093,x17,1,0
4094,orhan,1,0
4095,pamuk,1,0
4096,hero,3,0
4097,canopi,1,0
4098,mapl,2,0
4099,syrup,1,0
4100,farm,2,0
4101,stephani,2,0
4102,💖,2,0
4103,congrtaualt,1,0
4104,philea,1,0
4105,club,4,0
4106,inc,1,0
4107,photograph,2,0
4108,phonegraph,1,0
4109,srsli,1,0
4110,10:17,1,0
4111,ripaaa,1,0
4112,banat,1,0
4113,ray,1,0
4114,dept,1,0
4115,hospit,3,0
4116,grt,1,0
4117,infograph,1,0
4118,o'clock,2,0
4119,habit,1,0
4120,1dfor,1,0
4121,roadtrip,1,0
4122,19:30,1,0
4123,ifc,1,0
4124,whip,1,0
4125,lilsisbro,1,0
4126,pre-ord,2,0
4127,pixar',2,0
4128,steelbook,1,0
4129,hmm,2,0
4130,pegel,1,0
4131,lemess,1,0
4132,kyle,2,0
4133,paypal,1,0
4134,oct,1,0
4135,tud,1,0
4136,jst,2,0
4137,humphrey,1,0
4138,yell,2,0
4139,erm,1,0
4140,breach,1,0
4141,lemon,2,0
4142,yogurt,2,0
4143,pot,1,0
4144,discov,2,0
4145,liquoric,1,0
4146,pud,1,0
4147,cajun,1,0
4148,spice,1,0
4149,yum,2,0
4150,cajunchicken,1,0
4151,infinit,2,0
4152,fight,4,0
4153,gern,1,0
4154,cikaaa,1,0
4155,maaf,1,0
4156,telat,1,0
4157,ngucapinnya,1,0
4158,maaay,1,0
4159,x16,1,0
4160,viparita,1,0
4161,karani,1,0
4162,legsupthewal,1,0
4163,unwind,1,0
4164,coco,3,0
4165,comfi,1,0
4166,jalulu,1,0
4167,rosh,1,0
4168,gla,1,0
4169,pallavi,1,0
4170,nairobi,1,0
4171,hrdstellobama,1,0
4172,region,2,0
4173,civil,1,0
4174,societi,2,0
4175,globe,1,0
4176,hajur,1,0
4177,yayi,2,0
4178,must'v,1,0
4179,nerv,1,0
4180,prelim,1,0
4181,costacc,1,0
4182,nwb,1,0
4183,shud,1,0
4184,cold,2,0
4185,hmu,2,0
4186,cala,1,0
4187,brush,1,0
4188,ego,1,0
4189,wherev,1,0
4190,interact,2,0
4191,dongsaeng,1,0
4192,chorong,1,0
4193,friendship,1,0
4194,impress,3,0
4195,dragon,2,0
4196,duck,5,0
4197,mix,5,0
4198,cheetah,1,0
4199,wagga,2,0
4200,coursework,1,0
4201,lorna,1,0
4202,scan,1,0
4203,x12,2,0
4204,canva,2,0
4205,iqbal,1,0
4206,ima,1,0
4207,hon,1,0
4208,aja,1,0
4209,besi,1,0
4210,chati,1,0
4211,phulani,1,0
4212,swasa,1,0
4213,bahari,1,0
4214,jiba,1,0
4215,mumbai,1,0
4216,gujarat,1,0
4217,distrub,1,0
4218,otherwis,5,0
4219,190cr,1,0
4220,inspit,1,0
4221,highest,1,0
4222,holder,1,0
4223,threaten,1,0
4224,daili,2,0
4225,basi,1,0
4226,vr,1,0
4227,angelo,1,0
4228,quezon,1,0
4229,sweatpant,1,0
4230,farbridg,1,0
4231,segalakatakata,1,0
4232,nixu,1,0
4233,begun,1,0
4234,flint,1,0
4235,🍰,5,0
4236,separ,1,0
4237,criticis,1,0
4238,gestur,1,0
4239,pedal,1,0
4240,stroke,1,0
4241,caro,1,0
4242,deposit,1,0
4243,secur,2,0
4244,shock,1,0
4245,coff,2,0
4246,tenerina,1,0
4247,auguri,1,0
4248,iso,1,0
4249,certif,1,0
4250,paralyz,1,0
4251,anxieti,1,0
4252,it'd,1,0
4253,develop,3,0
4254,spain,2,0
4255,def,1,0
4256,bantim,1,0
4257,fail,5,0
4258,2ban,1,0
4259,x15,1,0
4260,awkward,2,0
4261,ab,1,0
4262,gale,1,0
4263,founder,1,0
4264,loveyaaah,1,0
4265,⅛,1,0
4266,⅞,1,0
4267,∞,1,0
4268,specialist,1,0
4269,aw,3,0
4270,babyyi,1,0
4271,djstruthmat,1,0
4272,re-cap,1,0
4273,flickr,1,0
4274,tack,2,0
4275,zephbot,1,0
4276,hhahahahaha,1,0
4277,blew,2,0
4278,entir,2,0
4279,vega,3,0
4280,strip,1,0
4281,hahahahahhaha,1,0
4282,callie',1,0
4283,puppi,1,0
4284,owner,2,0
4285,callinganimalabusehotlineasap,1,0
4286,gorefiend,1,0
4287,mythic,1,0
4288,remind,6,0
4289,9:00,1,0
4290,▪,2,0
4291,️bea,1,0
4292,miller,2,0
4293,lockscreen,1,0
4294,mbf,1,0
4295,keesh,1,0
4296,yesterday',1,0
4297,groupi,1,0
4298,bebe,1,0
4299,sizam,1,0
4300,color,5,0
4301,invoic,1,0
4302,kanina,1,0
4303,pong,1,0
4304,umaga,1,0
4305,browser,1,0
4306,typic,2,0
4307,pleass,5,0
4308,leeteuk,1,0
4309,pearl,1,0
4310,thusi,1,0
4311,pour,1,0
4312,milk,2,0
4313,tgv,1,0
4314,pari,5,0
4315,austerlitz,1,0
4316,bloi,1,0
4317,mile,3,0
4318,chateau,1,0
4319,de,1,0
4320,marai,1,0
4321,taxi,1,0
4322,x14,1,0
4323,nom,1,0
4324,enji,1,0
4325,hater,3,0
4326,purchas,2,0
4327,specially-mark,1,0
4328,custard,1,0
4329,sm,1,0
4330,on-pack,1,0
4331,instruct,1,0
4332,tile,1,0
4333,downstair,1,0
4334,kelli,1,0
4335,greek,2,0
4336,petra,1,0
4337,shadowplayloui,1,0
4338,mutual,2,0
4339,cuz,4,0
4340,liveonstream,1,0
4341,lani,1,0
4342,graze,1,0
4343,pride,1,0
4344,bristolart,1,0
4345,in-app,1,0
4346,ensur,1,0
4347,item,2,0
4348,screw,1,0
4349,amber,2,0
4350,43,1,0
4351,hpc,1,0
4352,wip,2,0
4353,sw,1,0
4354,newsround,1,0
4355,hound,1,0
4356,7:40,1,0
4357,ada,1,0
4358,racist,1,0
4359,hulk,1,0
4360,tight,2,0
4361,prayer,3,0
4362,pardon,1,0
4363,phl,1,0
4364,abu,2,0
4365,dhabi,1,0
4366,hihihi,1,0
4367,teamjanuaryclaim,1,0
4368,godonna,1,0
4369,msg,2,0
4370,bowwowchicawowwow,1,0
4371,settl,1,0
4372,dkt,1,0
4373,porch,1,0
4374,uber,2,0
4375,mobil,4,0
4376,applic,3,0
4377,giggl,2,0
4378,bare,3,0
4379,wind,2,0
4380,kahlil,1,0
4381,gibran,1,0
4382,flash,1,0
4383,stiff,1,0
4384,upper,1,0
4385,lip,1,0
4386,britain,1,0
4387,latmon,1,0
4388,endeavour,1,0
4389,ann,2,0
4390,joy,4,0
4391,os,1,0
4392,exploit,1,0
4393,ign,2,0
4394,au,1,0
4395,pubcast,1,0
4396,tengaman,1,0
4397,21,2,0
4398,celebratio,1,0
4399,women,1,0
4400,instal,2,0
4401,glorifi,1,0
4402,infirm,1,0
4403,silli,1,0
4404,suav,1,0
4405,gentlemen,1,0
4406,monthli,1,0
4407,mileag,1,0
4408,target,2,0
4409,samsung,1,0
4410,qualiti,3,0
4411,ey,1,0
4412,beth,2,0
4413,gangster,1,0
4414,athena',1,0
4415,fanci,1,0
4416,wellington,1,0
4417,rich,2,0
4418,christina,1,0
4419,newslett,1,0
4420,zy,1,0
4421,olur,1,0
4422,x13,1,0
4423,flawless,1,0
4424,reaction,2,0
4425,hayli,1,0
4426,edwin,1,0
4427,elvena,1,0
4428,emc,1,0
4429,rubber,3,0
4430,swearword,1,0
4431,infect,1,0
4432,10:16,1,0
4433,wrote,3,0
4434,gan,1,0
4435,brotherhood,1,0
4436,wolf,5,0
4437,pill,1,0
4438,nocturn,1,0
4439,rrp,1,0
4440,18.99,1,0
4441,13.99,1,0
4442,jah,1,0
4443,wobbl,1,0
4444,retard,1,0
4445,50notif,1,0
4446,check-up,1,0
4447,pun,1,0
4448,elit,1,0
4449,camillu,1,0
4450,pleasee,1,0
4451,spare,1,0
4452,tyre,2,0
4453,joke,3,0
4454,ahahah,1,0
4455,shame,1,0
4456,abandon,1,0
4457,disagre,2,0
4458,nowher,2,0
4459,contradict,1,0
4460,chao,1,0
4461,contain,1,0
4462,cranium,1,0
4463,sneaker,1,0
4464,nike,1,0
4465,nikeorigin,1,0
4466,nikeindonesia,1,0
4467,pierojogg,1,0
4468,skoy,1,0
4469,winter,2,0
4470,falkland,1,0
4471,jamie-le,1,0
4472,congraaat,1,0
4473,hooh,1,0
4474,chrome,1,0
4475,storm,1,0
4476,thunderstorm,1,0
4477,circuscircu,1,0
4478,omgg,1,0
4479,tdi,1,0
4480,(-:,2,0
4481,peter,1,0
4482,expel,2,0
4483,boughi,1,0
4484,kernel,1,0
4485,paralysi,1,0
4486,liza,1,0
4487,lol.hook,1,0
4488,vampir,2,0
4489,diari,3,0
4490,twice,1,0
4491,thanq,2,0
4492,goodwil,1,0
4493,vandr,1,0
4494,ash,1,0
4495,debat,3,0
